source	target	relation	target role	tabletID	museum Nr	excavation Nr	publication	archive	text type	subtype	place of writing	date	reign
P12501	P12561	creditor > witness-scribe	witness, regular (mukinnu)	T01052	IM 65084	W. 20032,22	Hunger 1970, no. 17	Šamšēa	Legal document	summary	Uruk	NN	NN
P12501	P12598	creditor > witness-scribe	witness, regular (mukinnu)	T01052	IM 65084	W. 20032,22	Hunger 1970, no. 17	Šamšēa	Legal document	summary	Uruk	NN	NN
P12501	P12612	creditor > witness-scribe	witness, regular (mukinnu)	T01052	IM 65084	W. 20032,22	Hunger 1970, no. 17	Šamšēa	Legal document	summary	Uruk	NN	NN
P12501	P12632	creditor > witness-scribe	witness, regular (mukinnu)	T01052	IM 65084	W. 20032,22	Hunger 1970, no. 17	Šamšēa	Legal document	summary	Uruk	NN	NN
P12501	P12634	creditor > witness-scribe	witness, regular (mukinnu)	T01052	IM 65084	W. 20032,22	Hunger 1970, no. 17	Šamšēa	Legal document	summary	Uruk	NN	NN
P12501	P12635	creditor > witness-scribe	witness, regular (mukinnu)	T01052	IM 65084	W. 20032,22	Hunger 1970, no. 17	Šamšēa	Legal document	summary	Uruk	NN	NN
P12501	P12640	creditor > witness-scribe	witness, regular (mukinnu)	T01052	IM 65084	W. 20032,22	Hunger 1970, no. 17	Šamšēa	Legal document	summary	Uruk	NN	NN
P12501	P12647	creditor > witness-scribe	witness, regular (mukinnu)	T01052	IM 65084	W. 20032,22	Hunger 1970, no. 17	Šamšēa	Legal document	summary	Uruk	NN	NN
P12501	P12655	creditor > witness-scribe	witness, regular (mukinnu)	T01052	IM 65084	W. 20032,22	Hunger 1970, no. 17	Šamšēa	Legal document	summary	Uruk	NN	NN
P12501	P12660	creditor > witness-scribe	witness, regular (mukinnu)	T01052	IM 65084	W. 20032,22	Hunger 1970, no. 17	Šamšēa	Legal document	summary	Uruk	NN	NN
P12501	P12668	creditor > witness-scribe	witness, regular (mukinnu)	T01052	IM 65084	W. 20032,22	Hunger 1970, no. 17	Šamšēa	Legal document	summary	Uruk	NN	NN
P12501	P12675	creditor > witness-scribe	witness, regular (mukinnu)	T01052	IM 65084	W. 20032,22	Hunger 1970, no. 17	Šamšēa	Legal document	summary	Uruk	NN	NN
P12501	P12683	creditor > witness-scribe	witness, regular (mukinnu)	T01052	IM 65084	W. 20032,22	Hunger 1970, no. 17	Šamšēa	Legal document	summary	Uruk	NN	NN
P12575	P12467	creditor > witness-scribe	witness, regular (mukinnu)	T01052	IM 65084	W. 20032,22	Hunger 1970, no. 17	Šamšēa	Legal document	summary	Uruk	NN	NN
P12575	P12470	creditor > witness-scribe	witness, regular (mukinnu)	T01052	IM 65084	W. 20032,22	Hunger 1970, no. 17	Šamšēa	Legal document	summary	Uruk	NN	NN
P12575	P12474	creditor > witness-scribe	witness, regular (mukinnu)	T01052	IM 65084	W. 20032,22	Hunger 1970, no. 17	Šamšēa	Legal document	summary	Uruk	NN	NN
P12575	P12481	creditor > witness-scribe	witness, regular (mukinnu)	T01052	IM 65084	W. 20032,22	Hunger 1970, no. 17	Šamšēa	Legal document	summary	Uruk	NN	NN
P12575	P12483	creditor > witness-scribe	witness, regular (mukinnu)	T01052	IM 65084	W. 20032,22	Hunger 1970, no. 17	Šamšēa	Legal document	summary	Uruk	NN	NN
P12575	P12488	creditor > witness-scribe	witness, regular (mukinnu)	T01052	IM 65084	W. 20032,22	Hunger 1970, no. 17	Šamšēa	Legal document	summary	Uruk	NN	NN
P12575	P12494	creditor > witness-scribe	witness, regular (mukinnu)	T01052	IM 65084	W. 20032,22	Hunger 1970, no. 17	Šamšēa	Legal document	summary	Uruk	NN	NN
P12575	P12512	creditor > witness-scribe	witness, regular (mukinnu)	T01052	IM 65084	W. 20032,22	Hunger 1970, no. 17	Šamšēa	Legal document	summary	Uruk	NN	NN
P12575	P12514	creditor > witness-scribe	witness, regular (mukinnu)	T01052	IM 65084	W. 20032,22	Hunger 1970, no. 17	Šamšēa	Legal document	summary	Uruk	NN	NN
P12575	P12522	creditor > witness-scribe	witness, regular (mukinnu)	T01052	IM 65084	W. 20032,22	Hunger 1970, no. 17	Šamšēa	Legal document	summary	Uruk	NN	NN
P12575	P12527	creditor > witness-scribe	witness, regular (mukinnu)	T01052	IM 65084	W. 20032,22	Hunger 1970, no. 17	Šamšēa	Legal document	summary	Uruk	NN	NN
P12575	P12530	creditor > witness-scribe	witness, regular (mukinnu)	T01052	IM 65084	W. 20032,22	Hunger 1970, no. 17	Šamšēa	Legal document	summary	Uruk	NN	NN
P12575	P12531	creditor > witness-scribe	witness, regular (mukinnu)	T01052	IM 65084	W. 20032,22	Hunger 1970, no. 17	Šamšēa	Legal document	summary	Uruk	NN	NN
P12575	P12537	creditor > witness-scribe	witness, regular (mukinnu)	T01052	IM 65084	W. 20032,22	Hunger 1970, no. 17	Šamšēa	Legal document	summary	Uruk	NN	NN
P12575	P12540	creditor > witness-scribe	witness, regular (mukinnu)	T01052	IM 65084	W. 20032,22	Hunger 1970, no. 17	Šamšēa	Legal document	summary	Uruk	NN	NN
P12575	P12558	creditor > witness-scribe	witness, regular (mukinnu)	T01052	IM 65084	W. 20032,22	Hunger 1970, no. 17	Šamšēa	Legal document	summary	Uruk	NN	NN
P12575	P12561	creditor > witness-scribe	witness, regular (mukinnu)	T01052	IM 65084	W. 20032,22	Hunger 1970, no. 17	Šamšēa	Legal document	summary	Uruk	NN	NN
P12575	P12598	creditor > witness-scribe	witness, regular (mukinnu)	T01052	IM 65084	W. 20032,22	Hunger 1970, no. 17	Šamšēa	Legal document	summary	Uruk	NN	NN
P12575	P12612	creditor > witness-scribe	witness, regular (mukinnu)	T01052	IM 65084	W. 20032,22	Hunger 1970, no. 17	Šamšēa	Legal document	summary	Uruk	NN	NN
P12575	P12632	creditor > witness-scribe	witness, regular (mukinnu)	T01052	IM 65084	W. 20032,22	Hunger 1970, no. 17	Šamšēa	Legal document	summary	Uruk	NN	NN
P12575	P12634	creditor > witness-scribe	witness, regular (mukinnu)	T01052	IM 65084	W. 20032,22	Hunger 1970, no. 17	Šamšēa	Legal document	summary	Uruk	NN	NN
P12575	P12635	creditor > witness-scribe	witness, regular (mukinnu)	T01052	IM 65084	W. 20032,22	Hunger 1970, no. 17	Šamšēa	Legal document	summary	Uruk	NN	NN
P12575	P12640	creditor > witness-scribe	witness, regular (mukinnu)	T01052	IM 65084	W. 20032,22	Hunger 1970, no. 17	Šamšēa	Legal document	summary	Uruk	NN	NN
P12575	P12647	creditor > witness-scribe	witness, regular (mukinnu)	T01052	IM 65084	W. 20032,22	Hunger 1970, no. 17	Šamšēa	Legal document	summary	Uruk	NN	NN
P12575	P12655	creditor > witness-scribe	witness, regular (mukinnu)	T01052	IM 65084	W. 20032,22	Hunger 1970, no. 17	Šamšēa	Legal document	summary	Uruk	NN	NN
P12575	P12660	creditor > witness-scribe	witness, regular (mukinnu)	T01052	IM 65084	W. 20032,22	Hunger 1970, no. 17	Šamšēa	Legal document	summary	Uruk	NN	NN
P12575	P12668	creditor > witness-scribe	witness, regular (mukinnu)	T01052	IM 65084	W. 20032,22	Hunger 1970, no. 17	Šamšēa	Legal document	summary	Uruk	NN	NN
P12575	P12675	creditor > witness-scribe	witness, regular (mukinnu)	T01052	IM 65084	W. 20032,22	Hunger 1970, no. 17	Šamšēa	Legal document	summary	Uruk	NN	NN
P12575	P12683	creditor > witness-scribe	witness, regular (mukinnu)	T01052	IM 65084	W. 20032,22	Hunger 1970, no. 17	Šamšēa	Legal document	summary	Uruk	NN	NN
P12529	P12492	guarantor > witness-scribe	scribe (ṭupšarru)	T01052	IM 65084	W. 20032,22	Hunger 1970, no. 17	Šamšēa	Legal document	summary	Uruk	NN	NN
P12529	P12497	guarantor > witness-scribe	scribe (ṭupšarru)	T01052	IM 65084	W. 20032,22	Hunger 1970, no. 17	Šamšēa	Legal document	summary	Uruk	NN	NN
P12529	P12549	guarantor > witness-scribe	scribe (ṭupšarru)	T01052	IM 65084	W. 20032,22	Hunger 1970, no. 17	Šamšēa	Legal document	summary	Uruk	NN	NN
P12529	P12551	guarantor > witness-scribe	scribe (ṭupšarru)	T01052	IM 65084	W. 20032,22	Hunger 1970, no. 17	Šamšēa	Legal document	summary	Uruk	NN	NN
P12529	P12566	guarantor > witness-scribe	scribe (ṭupšarru)	T01052	IM 65084	W. 20032,22	Hunger 1970, no. 17	Šamšēa	Legal document	summary	Uruk	NN	NN
P12529	P12582	guarantor > witness-scribe	scribe (ṭupšarru)	T01052	IM 65084	W. 20032,22	Hunger 1970, no. 17	Šamšēa	Legal document	summary	Uruk	NN	NN
P12529	P12600	guarantor > witness-scribe	scribe (ṭupšarru)	T01052	IM 65084	W. 20032,22	Hunger 1970, no. 17	Šamšēa	Legal document	summary	Uruk	NN	NN
P12529	P12613	guarantor > witness-scribe	scribe (ṭupšarru)	T01052	IM 65084	W. 20032,22	Hunger 1970, no. 17	Šamšēa	Legal document	summary	Uruk	NN	NN
P12529	P12614	guarantor > witness-scribe	scribe (ṭupšarru)	T01052	IM 65084	W. 20032,22	Hunger 1970, no. 17	Šamšēa	Legal document	summary	Uruk	NN	NN
P12529	P12621	guarantor > witness-scribe	scribe (ṭupšarru)	T01052	IM 65084	W. 20032,22	Hunger 1970, no. 17	Šamšēa	Legal document	summary	Uruk	NN	NN
P12529	P12628	guarantor > witness-scribe	scribe (ṭupšarru)	T01052	IM 65084	W. 20032,22	Hunger 1970, no. 17	Šamšēa	Legal document	summary	Uruk	NN	NN
P12529	P12686	guarantor > witness-scribe	scribe (ṭupšarru)	T01052	IM 65084	W. 20032,22	Hunger 1970, no. 17	Šamšēa	Legal document	summary	Uruk	NN	NN
P12529	P12467	guarantor > witness-scribe	witness, regular (mukinnu)	T01052	IM 65084	W. 20032,22	Hunger 1970, no. 17	Šamšēa	Legal document	summary	Uruk	NN	NN
P12529	P12470	guarantor > witness-scribe	witness, regular (mukinnu)	T01052	IM 65084	W. 20032,22	Hunger 1970, no. 17	Šamšēa	Legal document	summary	Uruk	NN	NN
P12529	P12474	guarantor > witness-scribe	witness, regular (mukinnu)	T01052	IM 65084	W. 20032,22	Hunger 1970, no. 17	Šamšēa	Legal document	summary	Uruk	NN	NN
P12529	P12481	guarantor > witness-scribe	witness, regular (mukinnu)	T01052	IM 65084	W. 20032,22	Hunger 1970, no. 17	Šamšēa	Legal document	summary	Uruk	NN	NN
P12529	P12483	guarantor > witness-scribe	witness, regular (mukinnu)	T01052	IM 65084	W. 20032,22	Hunger 1970, no. 17	Šamšēa	Legal document	summary	Uruk	NN	NN
P12529	P12488	guarantor > witness-scribe	witness, regular (mukinnu)	T01052	IM 65084	W. 20032,22	Hunger 1970, no. 17	Šamšēa	Legal document	summary	Uruk	NN	NN
P12529	P12494	guarantor > witness-scribe	witness, regular (mukinnu)	T01052	IM 65084	W. 20032,22	Hunger 1970, no. 17	Šamšēa	Legal document	summary	Uruk	NN	NN
P12529	P12512	guarantor > witness-scribe	witness, regular (mukinnu)	T01052	IM 65084	W. 20032,22	Hunger 1970, no. 17	Šamšēa	Legal document	summary	Uruk	NN	NN
P12529	P12514	guarantor > witness-scribe	witness, regular (mukinnu)	T01052	IM 65084	W. 20032,22	Hunger 1970, no. 17	Šamšēa	Legal document	summary	Uruk	NN	NN
P12529	P12522	guarantor > witness-scribe	witness, regular (mukinnu)	T01052	IM 65084	W. 20032,22	Hunger 1970, no. 17	Šamšēa	Legal document	summary	Uruk	NN	NN
P12529	P12527	guarantor > witness-scribe	witness, regular (mukinnu)	T01052	IM 65084	W. 20032,22	Hunger 1970, no. 17	Šamšēa	Legal document	summary	Uruk	NN	NN
P12529	P12530	guarantor > witness-scribe	witness, regular (mukinnu)	T01052	IM 65084	W. 20032,22	Hunger 1970, no. 17	Šamšēa	Legal document	summary	Uruk	NN	NN
P12529	P12531	guarantor > witness-scribe	witness, regular (mukinnu)	T01052	IM 65084	W. 20032,22	Hunger 1970, no. 17	Šamšēa	Legal document	summary	Uruk	NN	NN
P12529	P12537	guarantor > witness-scribe	witness, regular (mukinnu)	T01052	IM 65084	W. 20032,22	Hunger 1970, no. 17	Šamšēa	Legal document	summary	Uruk	NN	NN
P12529	P12540	guarantor > witness-scribe	witness, regular (mukinnu)	T01052	IM 65084	W. 20032,22	Hunger 1970, no. 17	Šamšēa	Legal document	summary	Uruk	NN	NN
P12529	P12558	guarantor > witness-scribe	witness, regular (mukinnu)	T01052	IM 65084	W. 20032,22	Hunger 1970, no. 17	Šamšēa	Legal document	summary	Uruk	NN	NN
P12529	P12561	guarantor > witness-scribe	witness, regular (mukinnu)	T01052	IM 65084	W. 20032,22	Hunger 1970, no. 17	Šamšēa	Legal document	summary	Uruk	NN	NN
P12529	P12598	guarantor > witness-scribe	witness, regular (mukinnu)	T01052	IM 65084	W. 20032,22	Hunger 1970, no. 17	Šamšēa	Legal document	summary	Uruk	NN	NN
P12529	P12612	guarantor > witness-scribe	witness, regular (mukinnu)	T01052	IM 65084	W. 20032,22	Hunger 1970, no. 17	Šamšēa	Legal document	summary	Uruk	NN	NN
P12529	P12632	guarantor > witness-scribe	witness, regular (mukinnu)	T01052	IM 65084	W. 20032,22	Hunger 1970, no. 17	Šamšēa	Legal document	summary	Uruk	NN	NN
P12529	P12634	guarantor > witness-scribe	witness, regular (mukinnu)	T01052	IM 65084	W. 20032,22	Hunger 1970, no. 17	Šamšēa	Legal document	summary	Uruk	NN	NN
P12529	P12635	guarantor > witness-scribe	witness, regular (mukinnu)	T01052	IM 65084	W. 20032,22	Hunger 1970, no. 17	Šamšēa	Legal document	summary	Uruk	NN	NN
P12529	P12640	guarantor > witness-scribe	witness, regular (mukinnu)	T01052	IM 65084	W. 20032,22	Hunger 1970, no. 17	Šamšēa	Legal document	summary	Uruk	NN	NN
P12529	P12647	guarantor > witness-scribe	witness, regular (mukinnu)	T01052	IM 65084	W. 20032,22	Hunger 1970, no. 17	Šamšēa	Legal document	summary	Uruk	NN	NN
P12529	P12655	guarantor > witness-scribe	witness, regular (mukinnu)	T01052	IM 65084	W. 20032,22	Hunger 1970, no. 17	Šamšēa	Legal document	summary	Uruk	NN	NN
P12529	P12660	guarantor > witness-scribe	witness, regular (mukinnu)	T01052	IM 65084	W. 20032,22	Hunger 1970, no. 17	Šamšēa	Legal document	summary	Uruk	NN	NN
P12529	P12668	guarantor > witness-scribe	witness, regular (mukinnu)	T01052	IM 65084	W. 20032,22	Hunger 1970, no. 17	Šamšēa	Legal document	summary	Uruk	NN	NN
P12529	P12675	guarantor > witness-scribe	witness, regular (mukinnu)	T01052	IM 65084	W. 20032,22	Hunger 1970, no. 17	Šamšēa	Legal document	summary	Uruk	NN	NN
P12529	P12683	guarantor > witness-scribe	witness, regular (mukinnu)	T01052	IM 65084	W. 20032,22	Hunger 1970, no. 17	Šamšēa	Legal document	summary	Uruk	NN	NN
P05899	P05944	recipient > witness-scribe	witness, regular (mukinnu)	T01053	BM 42408		Jursa 1999, pp. 177f.	Šangû-Šamaš A	Legal document	lease contract	Sippar	27.13.13 Darius I	 Darius I
P05899	P05971	recipient > witness-scribe	witness, regular (mukinnu)	T01053	BM 42408		Jursa 1999, pp. 177f.	Šangû-Šamaš A	Legal document	lease contract	Sippar	27.13.13 Darius I	 Darius I
P05899	P13371	recipient > witness-scribe	witness, regular (mukinnu)	T01053	BM 42408		Jursa 1999, pp. 177f.	Šangû-Šamaš A	Legal document	lease contract	Sippar	27.13.13 Darius I	 Darius I
P05899	P14019	recipient > witness-scribe	witness, regular (mukinnu)	T01053	BM 42408		Jursa 1999, pp. 177f.	Šangû-Šamaš A	Legal document	lease contract	Sippar	27.13.13 Darius I	 Darius I
P05899	P14306	recipient > witness-scribe	witness, regular (mukinnu)	T01053	BM 42408		Jursa 1999, pp. 177f.	Šangû-Šamaš A	Legal document	lease contract	Sippar	27.13.13 Darius I	 Darius I
P05899	P14788	recipient > witness-scribe	witness, regular (mukinnu)	T01053	BM 42408		Jursa 1999, pp. 177f.	Šangû-Šamaš A	Legal document	lease contract	Sippar	27.13.13 Darius I	 Darius I
P05899	P14820	recipient > witness-scribe	witness, regular (mukinnu)	T01053	BM 42408		Jursa 1999, pp. 177f.	Šangû-Šamaš A	Legal document	lease contract	Sippar	27.13.13 Darius I	 Darius I
P00005	P00030	recipient > witness-scribe	witness	T01055	BM 41607		Abraham 2004, no. 87	Egibi Nūr-Sîn	Legal document	receipt	Broken/Unclear	8.4.24 Darius I	 Darius I
P00005	P00062	recipient > witness-scribe	witness	T01055	BM 41607		Abraham 2004, no. 87	Egibi Nūr-Sîn	Legal document	receipt	Broken/Unclear	8.4.24 Darius I	 Darius I
P00005	P26306	recipient > witness-scribe	witness	T01055	BM 41607		Abraham 2004, no. 87	Egibi Nūr-Sîn	Legal document	receipt	Broken/Unclear	8.4.24 Darius I	 Darius I
P00005	P26413	recipient > witness-scribe	witness	T01055	BM 41607		Abraham 2004, no. 87	Egibi Nūr-Sîn	Legal document	receipt	Broken/Unclear	8.4.24 Darius I	 Darius I
P00005	P26797	recipient > witness-scribe	witness	T01055	BM 41607		Abraham 2004, no. 87	Egibi Nūr-Sîn	Legal document	receipt	Broken/Unclear	8.4.24 Darius I	 Darius I
P00692	P03259	creditor > witness-scribe	scribe (ṭupšarru)	T01058	BM 77391		Baker 2004, no. 228a	Nappāhu	Legal document	promissory note, with interest	Babylon	25.3.15 Darius I	 Darius I
P00692	P02521	creditor > witness-scribe	witness, regular (mukinnu)	T01058	BM 77391		Baker 2004, no. 228a	Nappāhu	Legal document	promissory note, with interest	Babylon	25.3.15 Darius I	 Darius I
P00692	P03085	creditor > witness-scribe	witness, regular (mukinnu)	T01058	BM 77391		Baker 2004, no. 228a	Nappāhu	Legal document	promissory note, with interest	Babylon	25.3.15 Darius I	 Darius I
P00692	P04393	creditor > witness-scribe	witness, regular (mukinnu)	T01058	BM 77391		Baker 2004, no. 228a	Nappāhu	Legal document	promissory note, with interest	Babylon	25.3.15 Darius I	 Darius I
P00692	P04396	creditor > witness-scribe	witness, regular (mukinnu)	T01058	BM 77391		Baker 2004, no. 228a	Nappāhu	Legal document	promissory note, with interest	Babylon	25.3.15 Darius I	 Darius I
P00692	P04444	creditor > witness-scribe	witness, regular (mukinnu)	T01058	BM 77391		Baker 2004, no. 228a	Nappāhu	Legal document	promissory note, with interest	Babylon	25.3.15 Darius I	 Darius I
P00692	P04639	creditor > witness-scribe	witness, regular (mukinnu)	T01058	BM 77391		Baker 2004, no. 228a	Nappāhu	Legal document	promissory note, with interest	Babylon	25.3.15 Darius I	 Darius I
P00692	P04774	creditor > witness-scribe	witness, regular (mukinnu)	T01058	BM 77391		Baker 2004, no. 228a	Nappāhu	Legal document	promissory note, with interest	Babylon	25.3.15 Darius I	 Darius I
P14346	P14626	creditor > witness-scribe	scribe (ṭupšarru)	T01060	BM 42415		Jursa 1999, pp. 178f.	Šangû-Šamaš A	Legal document	oath	Sippar	30.1.11 Darius I	 Darius I
P14346	P13340	creditor > witness-scribe	witness, regular (mukinnu)	T01060	BM 42415		Jursa 1999, pp. 178f.	Šangû-Šamaš A	Legal document	oath	Sippar	30.1.11 Darius I	 Darius I
P14346	P13342	creditor > witness-scribe	witness, regular (mukinnu)	T01060	BM 42415		Jursa 1999, pp. 178f.	Šangû-Šamaš A	Legal document	oath	Sippar	30.1.11 Darius I	 Darius I
P14346	P14019	creditor > witness-scribe	witness, regular (mukinnu)	T01060	BM 42415		Jursa 1999, pp. 178f.	Šangû-Šamaš A	Legal document	oath	Sippar	30.1.11 Darius I	 Darius I
P14346	P14479	creditor > witness-scribe	witness, regular (mukinnu)	T01060	BM 42415		Jursa 1999, pp. 178f.	Šangû-Šamaš A	Legal document	oath	Sippar	30.1.11 Darius I	 Darius I
P14346	P14767	creditor > witness-scribe	witness, regular (mukinnu)	T01060	BM 42415		Jursa 1999, pp. 178f.	Šangû-Šamaš A	Legal document	oath	Sippar	30.1.11 Darius I	 Darius I
P24465	P02173	lessor > witness-scribe	scribe (ṭupšarru)	T01061	BM 31316		Abraham 2004, no. 90	Egibi Nūr-Sîn	Legal document	sub-lease contract	Babylon	9.11.4 Darius I	 Darius I
P24465	P02359	lessor > witness-scribe	witness, regular (mukinnu)	T01061	BM 31316		Abraham 2004, no. 90	Egibi Nūr-Sîn	Legal document	sub-lease contract	Babylon	9.11.4 Darius I	 Darius I
P24465	P02800	lessor > witness-scribe	witness, regular (mukinnu)	T01061	BM 31316		Abraham 2004, no. 90	Egibi Nūr-Sîn	Legal document	sub-lease contract	Babylon	9.11.4 Darius I	 Darius I
P03067	P02695	recipient > witness-scribe	scribe (ṭupšarru)	T01062	BM 30451		Abraham 2004, no. 93	Egibi Nūr-Sîn	Legal document	receipt	Babylon	24.1.5 Darius I	 Darius I
P03067	P01750	recipient > witness-scribe	witness, regular (mukinnu)	T01062	BM 30451		Abraham 2004, no. 93	Egibi Nūr-Sîn	Legal document	receipt	Babylon	24.1.5 Darius I	 Darius I
P03067	P02161	recipient > witness-scribe	witness, regular (mukinnu)	T01062	BM 30451		Abraham 2004, no. 93	Egibi Nūr-Sîn	Legal document	receipt	Babylon	24.1.5 Darius I	 Darius I
P03067	P02236	recipient > witness-scribe	witness, regular (mukinnu)	T01062	BM 30451		Abraham 2004, no. 93	Egibi Nūr-Sîn	Legal document	receipt	Babylon	24.1.5 Darius I	 Darius I
P00005	P15764	creditor > witness-scribe	scribe (ṭupšarru)	T01063	BM 32877		Abraham 2004, no. 91	Egibi Nūr-Sîn	Legal document	promissory note, with pledge	Šahrīn	25.12.4 Darius I	 Darius I
P00005	P00314	creditor > witness-scribe	witness, regular (mukinnu)	T01063	BM 32877		Abraham 2004, no. 91	Egibi Nūr-Sîn	Legal document	promissory note, with pledge	Šahrīn	25.12.4 Darius I	 Darius I
P00005	P01705	creditor > witness-scribe	witness, regular (mukinnu)	T01063	BM 32877		Abraham 2004, no. 91	Egibi Nūr-Sîn	Legal document	promissory note, with pledge	Šahrīn	25.12.4 Darius I	 Darius I
P00005	P02107	creditor > witness-scribe	witness, regular (mukinnu)	T01063	BM 32877		Abraham 2004, no. 91	Egibi Nūr-Sîn	Legal document	promissory note, with pledge	Šahrīn	25.12.4 Darius I	 Darius I
P00005	P09145	creditor > witness-scribe	witness, regular (mukinnu)	T01063	BM 32877		Abraham 2004, no. 91	Egibi Nūr-Sîn	Legal document	promissory note, with pledge	Šahrīn	25.12.4 Darius I	 Darius I
P00005	P09250	creditor > witness-scribe	witness, regular (mukinnu)	T01063	BM 32877		Abraham 2004, no. 91	Egibi Nūr-Sîn	Legal document	promissory note, with pledge	Šahrīn	25.12.4 Darius I	 Darius I
P02494	P02494	guarantor > witness-scribe	scribe (ṭupšarru)	T01065	BM 32851		Abraham 2004, no. 92	Egibi Nūr-Sîn	Legal document	work contract	Babylon	15.1.5 Darius I	 Darius I
P02494	P01708	guarantor > witness-scribe	witness, regular (mukinnu)	T01065	BM 32851		Abraham 2004, no. 92	Egibi Nūr-Sîn	Legal document	work contract	Babylon	15.1.5 Darius I	 Darius I
P02494	P02056	guarantor > witness-scribe	witness, regular (mukinnu)	T01065	BM 32851		Abraham 2004, no. 92	Egibi Nūr-Sîn	Legal document	work contract	Babylon	15.1.5 Darius I	 Darius I
P02494	P02230	guarantor > witness-scribe	witness, regular (mukinnu)	T01065	BM 32851		Abraham 2004, no. 92	Egibi Nūr-Sîn	Legal document	work contract	Babylon	15.1.5 Darius I	 Darius I
P00551	P02749	employee > witness-scribe	scribe (ṭupšarru)	T01066	BM 30787		Abraham 2004, no. 94	Egibi Nūr-Sîn	Legal document	work contract	Babylon	7.3.5 Darius I	 Darius I
P00551	P00008	employee > witness-scribe	witness, regular (mukinnu)	T01066	BM 30787		Abraham 2004, no. 94	Egibi Nūr-Sîn	Legal document	work contract	Babylon	7.3.5 Darius I	 Darius I
P00551	P00554	employee > witness-scribe	witness, regular (mukinnu)	T01066	BM 30787		Abraham 2004, no. 94	Egibi Nūr-Sîn	Legal document	work contract	Babylon	7.3.5 Darius I	 Darius I
P00551	P02032	employee > witness-scribe	witness, regular (mukinnu)	T01066	BM 30787		Abraham 2004, no. 94	Egibi Nūr-Sîn	Legal document	work contract	Babylon	7.3.5 Darius I	 Darius I
P00005	P02749	employer > witness-scribe	scribe (ṭupšarru)	T01066	BM 30787		Abraham 2004, no. 94	Egibi Nūr-Sîn	Legal document	work contract	Babylon	7.3.5 Darius I	 Darius I
P00005	P00008	employer > witness-scribe	witness, regular (mukinnu)	T01066	BM 30787		Abraham 2004, no. 94	Egibi Nūr-Sîn	Legal document	work contract	Babylon	7.3.5 Darius I	 Darius I
P00005	P00554	employer > witness-scribe	witness, regular (mukinnu)	T01066	BM 30787		Abraham 2004, no. 94	Egibi Nūr-Sîn	Legal document	work contract	Babylon	7.3.5 Darius I	 Darius I
P00005	P02032	employer > witness-scribe	witness, regular (mukinnu)	T01066	BM 30787		Abraham 2004, no. 94	Egibi Nūr-Sîn	Legal document	work contract	Babylon	7.3.5 Darius I	 Darius I
P04675	P01564	creditor > witness-scribe	scribe (ṭupšarru)	T01067	BM 78102		Baker 2004, no. 229	Nappāhu	Legal document	promissory note	Babylon	2.4.23 Darius I	 Darius I
P04675	P00014	creditor > witness-scribe	witness, regular (mukinnu)	T01067	BM 78102		Baker 2004, no. 229	Nappāhu	Legal document	promissory note	Babylon	2.4.23 Darius I	 Darius I
P04675	P00644	creditor > witness-scribe	witness, regular (mukinnu)	T01067	BM 78102		Baker 2004, no. 229	Nappāhu	Legal document	promissory note	Babylon	2.4.23 Darius I	 Darius I
P04675	P04102	creditor > witness-scribe	witness, regular (mukinnu)	T01067	BM 78102		Baker 2004, no. 229	Nappāhu	Legal document	promissory note	Babylon	2.4.23 Darius I	 Darius I
P00692	P03928	creditor > witness-scribe	scribe (ṭupšarru)	T01068	VAT 391		Baker 2004, no. 230	Nappāhu	Legal document	promissory note	Babylon	19.5.25 Darius I	 Darius I
P00692	P03337	creditor > witness-scribe	witness, regular (mukinnu)	T01068	VAT 391		Baker 2004, no. 230	Nappāhu	Legal document	promissory note	Babylon	19.5.25 Darius I	 Darius I
P00692	P03733	creditor > witness-scribe	witness, regular (mukinnu)	T01068	VAT 391		Baker 2004, no. 230	Nappāhu	Legal document	promissory note	Babylon	19.5.25 Darius I	 Darius I
P00692	P03736	creditor > witness-scribe	witness, regular (mukinnu)	T01068	VAT 391		Baker 2004, no. 230	Nappāhu	Legal document	promissory note	Babylon	19.5.25 Darius I	 Darius I
P00692	P04111	creditor > witness-scribe	witness, regular (mukinnu)	T01068	VAT 391		Baker 2004, no. 230	Nappāhu	Legal document	promissory note	Babylon	19.5.25 Darius I	 Darius I
P00012	P03928	guarantor > witness-scribe	scribe (ṭupšarru)	T01068	VAT 391		Baker 2004, no. 230	Nappāhu	Legal document	promissory note	Babylon	19.5.25 Darius I	 Darius I
P00012	P03337	guarantor > witness-scribe	witness, regular (mukinnu)	T01068	VAT 391		Baker 2004, no. 230	Nappāhu	Legal document	promissory note	Babylon	19.5.25 Darius I	 Darius I
P00012	P03733	guarantor > witness-scribe	witness, regular (mukinnu)	T01068	VAT 391		Baker 2004, no. 230	Nappāhu	Legal document	promissory note	Babylon	19.5.25 Darius I	 Darius I
P00012	P03736	guarantor > witness-scribe	witness, regular (mukinnu)	T01068	VAT 391		Baker 2004, no. 230	Nappāhu	Legal document	promissory note	Babylon	19.5.25 Darius I	 Darius I
P00012	P04111	guarantor > witness-scribe	witness, regular (mukinnu)	T01068	VAT 391		Baker 2004, no. 230	Nappāhu	Legal document	promissory note	Babylon	19.5.25 Darius I	 Darius I
