source	target	relation	target role	tabletID	museum Nr	excavation Nr	publication	archive	text type	subtype	place of writing	date	reign
P06241	P06652	creditor > witness-scribe	witness, regular (mukinnu)	T03508	BM 30967		Wunsch 1993b, no. 102	Egibi Nūr-Sîn	Legal document	promissory note	Broken/Unclear	13.2.2 Nabonidus	 Nabonidus
P06241	P09127	creditor > witness-scribe	witness, regular (mukinnu)	T03508	BM 30967		Wunsch 1993b, no. 102	Egibi Nūr-Sîn	Legal document	promissory note	Broken/Unclear	13.2.2 Nabonidus	 Nabonidus
P15219	P16048	creditor > witness-scribe	scribe (ṭupšarru)	T03511	Unknown (IM)	U. 17243, 18	UET 4, 91	Gallābu (Ur)	Legal document	loan (ina pāni)	Ur	.9.06 Artaxerxes II	 Artaxerxes II
P15219	P15684	creditor > witness-scribe	witness, regular (mukinnu)	T03511	Unknown (IM)	U. 17243, 18	UET 4, 91	Gallābu (Ur)	Legal document	loan (ina pāni)	Ur	.9.06 Artaxerxes II	 Artaxerxes II
P15219	P15693	creditor > witness-scribe	witness, regular (mukinnu)	T03511	Unknown (IM)	U. 17243, 18	UET 4, 91	Gallābu (Ur)	Legal document	loan (ina pāni)	Ur	.9.06 Artaxerxes II	 Artaxerxes II
P15219	P15840	creditor > witness-scribe	witness, regular (mukinnu)	T03511	Unknown (IM)	U. 17243, 18	UET 4, 91	Gallābu (Ur)	Legal document	loan (ina pāni)	Ur	.9.06 Artaxerxes II	 Artaxerxes II
P15219	P15658	employer > witness-scribe	scribe (ṭupšarru)	T03514	Unknown (IM)	U. 17243, 19	UET 4, 38	Gallābu (Ur)	Legal document	lease contract (ana maddatti)	Ur	02.1.06 Artaxerxes II	 Artaxerxes II
P15266	P15658	employer > witness-scribe	scribe (ṭupšarru)	T03514	Unknown (IM)	U. 17243, 19	UET 4, 38	Gallābu (Ur)	Legal document	lease contract (ana maddatti)	Ur	02.1.06 Artaxerxes II	 Artaxerxes II
P15219	P15808	employer > witness-scribe	witness, regular (mukinnu)	T03514	Unknown (IM)	U. 17243, 19	UET 4, 38	Gallābu (Ur)	Legal document	lease contract (ana maddatti)	Ur	02.1.06 Artaxerxes II	 Artaxerxes II
P15219	P15845	employer > witness-scribe	witness, regular (mukinnu)	T03514	Unknown (IM)	U. 17243, 19	UET 4, 38	Gallābu (Ur)	Legal document	lease contract (ana maddatti)	Ur	02.1.06 Artaxerxes II	 Artaxerxes II
P15219	P16062	employer > witness-scribe	witness, regular (mukinnu)	T03514	Unknown (IM)	U. 17243, 19	UET 4, 38	Gallābu (Ur)	Legal document	lease contract (ana maddatti)	Ur	02.1.06 Artaxerxes II	 Artaxerxes II
P15266	P15808	employer > witness-scribe	witness, regular (mukinnu)	T03514	Unknown (IM)	U. 17243, 19	UET 4, 38	Gallābu (Ur)	Legal document	lease contract (ana maddatti)	Ur	02.1.06 Artaxerxes II	 Artaxerxes II
P15266	P15845	employer > witness-scribe	witness, regular (mukinnu)	T03514	Unknown (IM)	U. 17243, 19	UET 4, 38	Gallābu (Ur)	Legal document	lease contract (ana maddatti)	Ur	02.1.06 Artaxerxes II	 Artaxerxes II
P15266	P16062	employer > witness-scribe	witness, regular (mukinnu)	T03514	Unknown (IM)	U. 17243, 19	UET 4, 38	Gallābu (Ur)	Legal document	lease contract (ana maddatti)	Ur	02.1.06 Artaxerxes II	 Artaxerxes II
P10223	P00704	seller > witness-scribe	witness, regular (mukinnu)	T03517	SIL 18		Walter 2011, pp. 88-94	Ea-eppēš-ilī B (Babylon)	Legal document	receipt	Babylon	20.3.07 Darius I	 Darius I
P10223	P01430	seller > witness-scribe	witness, regular (mukinnu)	T03517	SIL 18		Walter 2011, pp. 88-94	Ea-eppēš-ilī B (Babylon)	Legal document	receipt	Babylon	20.3.07 Darius I	 Darius I
P10223	P10160	seller > witness-scribe	witness, regular (mukinnu)	T03517	SIL 18		Walter 2011, pp. 88-94	Ea-eppēš-ilī B (Babylon)	Legal document	receipt	Babylon	20.3.07 Darius I	 Darius I
P10223	P10271	seller > witness-scribe	witness, regular (mukinnu)	T03517	SIL 18		Walter 2011, pp. 88-94	Ea-eppēš-ilī B (Babylon)	Legal document	receipt	Babylon	20.3.07 Darius I	 Darius I
P27489	P25936	obligee > witness-scribe	scribe (ṭupšarru)	T03541	BM 82748		Waerzeggers 2010, no. 138	Rē’i-alpi (Borsippa)	Legal document	bond	Borsippa	07.12.18 Nebuchadnezzar II	 Nebuchadnezzar II
P27489	P24970	obligee > witness-scribe	witness, extra	T03541	BM 82748		Waerzeggers 2010, no. 138	Rē’i-alpi (Borsippa)	Legal document	bond	Borsippa	07.12.18 Nebuchadnezzar II	 Nebuchadnezzar II
P27489	P18270	obligee > witness-scribe	witness, regular (mukinnu)	T03541	BM 82748		Waerzeggers 2010, no. 138	Rē’i-alpi (Borsippa)	Legal document	bond	Borsippa	07.12.18 Nebuchadnezzar II	 Nebuchadnezzar II
P27489	P26053	obligee > witness-scribe	witness, regular (mukinnu)	T03541	BM 82748		Waerzeggers 2010, no. 138	Rē’i-alpi (Borsippa)	Legal document	bond	Borsippa	07.12.18 Nebuchadnezzar II	 Nebuchadnezzar II
P27489	P27562	obligee > witness-scribe	witness, regular (mukinnu)	T03541	BM 82748		Waerzeggers 2010, no. 138	Rē’i-alpi (Borsippa)	Legal document	bond	Borsippa	07.12.18 Nebuchadnezzar II	 Nebuchadnezzar II
P22432	P25936	obligor > witness-scribe	scribe (ṭupšarru)	T03541	BM 82748		Waerzeggers 2010, no. 138	Rē’i-alpi (Borsippa)	Legal document	bond	Borsippa	07.12.18 Nebuchadnezzar II	 Nebuchadnezzar II
P22432	P24970	obligor > witness-scribe	witness, extra	T03541	BM 82748		Waerzeggers 2010, no. 138	Rē’i-alpi (Borsippa)	Legal document	bond	Borsippa	07.12.18 Nebuchadnezzar II	 Nebuchadnezzar II
P22432	P18270	obligor > witness-scribe	witness, regular (mukinnu)	T03541	BM 82748		Waerzeggers 2010, no. 138	Rē’i-alpi (Borsippa)	Legal document	bond	Borsippa	07.12.18 Nebuchadnezzar II	 Nebuchadnezzar II
P22432	P26053	obligor > witness-scribe	witness, regular (mukinnu)	T03541	BM 82748		Waerzeggers 2010, no. 138	Rē’i-alpi (Borsippa)	Legal document	bond	Borsippa	07.12.18 Nebuchadnezzar II	 Nebuchadnezzar II
P22432	P27562	obligor > witness-scribe	witness, regular (mukinnu)	T03541	BM 82748		Waerzeggers 2010, no. 138	Rē’i-alpi (Borsippa)	Legal document	bond	Borsippa	07.12.18 Nebuchadnezzar II	 Nebuchadnezzar II
P18263	P22516	recipient > witness-scribe	scribe (ṭupšarru)	T03547	BM 26705		Waerzeggers 2010, no. 140	Rē’i-alpi (Borsippa)	Legal document	receipt	Borsippa	21.2.02 Neriglissar	 Neriglissar
P27600	P22516	recipient > witness-scribe	scribe (ṭupšarru)	T03547	BM 26705		Waerzeggers 2010, no. 140	Rē’i-alpi (Borsippa)	Legal document	receipt	Borsippa	21.2.02 Neriglissar	 Neriglissar
P18263	P12270	recipient > witness-scribe	witness, regular (mukinnu)	T03547	BM 26705		Waerzeggers 2010, no. 140	Rē’i-alpi (Borsippa)	Legal document	receipt	Borsippa	21.2.02 Neriglissar	 Neriglissar
P18263	P22521	recipient > witness-scribe	witness, regular (mukinnu)	T03547	BM 26705		Waerzeggers 2010, no. 140	Rē’i-alpi (Borsippa)	Legal document	receipt	Borsippa	21.2.02 Neriglissar	 Neriglissar
P18263	P24818	recipient > witness-scribe	witness, regular (mukinnu)	T03547	BM 26705		Waerzeggers 2010, no. 140	Rē’i-alpi (Borsippa)	Legal document	receipt	Borsippa	21.2.02 Neriglissar	 Neriglissar
P27600	P12270	recipient > witness-scribe	witness, regular (mukinnu)	T03547	BM 26705		Waerzeggers 2010, no. 140	Rē’i-alpi (Borsippa)	Legal document	receipt	Borsippa	21.2.02 Neriglissar	 Neriglissar
P27600	P22521	recipient > witness-scribe	witness, regular (mukinnu)	T03547	BM 26705		Waerzeggers 2010, no. 140	Rē’i-alpi (Borsippa)	Legal document	receipt	Borsippa	21.2.02 Neriglissar	 Neriglissar
P27600	P24818	recipient > witness-scribe	witness, regular (mukinnu)	T03547	BM 26705		Waerzeggers 2010, no. 140	Rē’i-alpi (Borsippa)	Legal document	receipt	Borsippa	21.2.02 Neriglissar	 Neriglissar
P22446	P22448	creditor > witness-scribe	scribe (ṭupšarru)	T03550	BM 26625		Waerzeggers 2010, no. 141	Rē’i-alpi (Borsippa)	Legal document	promissory note	Borsippa	25.5.03 Neriglissar	 Neriglissar
P22446	P27057	creditor > witness-scribe	witness, regular (mukinnu)	T03550	BM 26625		Waerzeggers 2010, no. 141	Rē’i-alpi (Borsippa)	Legal document	promissory note	Borsippa	25.5.03 Neriglissar	 Neriglissar
P22446	P27064	creditor > witness-scribe	witness, regular (mukinnu)	T03550	BM 26625		Waerzeggers 2010, no. 141	Rē’i-alpi (Borsippa)	Legal document	promissory note	Borsippa	25.5.03 Neriglissar	 Neriglissar
P21081	P21036	donee > witness-scribe	scribe (ṭupšarru)	T03556	BM 94606		Waerzeggers 2010, no. 143	Rē’i-alpi (Borsippa)	Legal document	annulment	Borsippa	22.0.03 Nabonidus	 Nabonidus
P21081	P27493	donee > witness-scribe	witness, extra	T03556	BM 94606		Waerzeggers 2010, no. 143	Rē’i-alpi (Borsippa)	Legal document	annulment	Borsippa	22.0.03 Nabonidus	 Nabonidus
P21081	P25096	donee > witness-scribe	witness, regular (mukinnu)	T03556	BM 94606		Waerzeggers 2010, no. 143	Rē’i-alpi (Borsippa)	Legal document	annulment	Borsippa	22.0.03 Nabonidus	 Nabonidus
P21081	P26946	donee > witness-scribe	witness, regular (mukinnu)	T03556	BM 94606		Waerzeggers 2010, no. 143	Rē’i-alpi (Borsippa)	Legal document	annulment	Borsippa	22.0.03 Nabonidus	 Nabonidus
P21081	P26964	donee > witness-scribe	witness, regular (mukinnu)	T03556	BM 94606		Waerzeggers 2010, no. 143	Rē’i-alpi (Borsippa)	Legal document	annulment	Borsippa	22.0.03 Nabonidus	 Nabonidus
P21081	P25102	donee > witness-scribe	scribe (ṭupšarru)	T03565	BM 82712		Waerzeggers 2010, no. 144	Rē’i-alpi (Borsippa)	Legal document	gift	Borsippa	26.9.04 Nabonidus	 Nabonidus
P21081	P23717	donee > witness-scribe	witness, regular (pāni)	T03565	BM 82712		Waerzeggers 2010, no. 144	Rē’i-alpi (Borsippa)	Legal document	gift	Borsippa	26.9.04 Nabonidus	 Nabonidus
P21081	P25199	donee > witness-scribe	witness, regular (pāni)	T03565	BM 82712		Waerzeggers 2010, no. 144	Rē’i-alpi (Borsippa)	Legal document	gift	Borsippa	26.9.04 Nabonidus	 Nabonidus
P21081	P27735	donee > witness-scribe	witness, regular (pāni)	T03565	BM 82712		Waerzeggers 2010, no. 144	Rē’i-alpi (Borsippa)	Legal document	gift	Borsippa	26.9.04 Nabonidus	 Nabonidus
P22444	P25102	donor > witness-scribe	scribe (ṭupšarru)	T03565	BM 82712		Waerzeggers 2010, no. 144	Rē’i-alpi (Borsippa)	Legal document	gift	Borsippa	26.9.04 Nabonidus	 Nabonidus
P22444	P23717	donor > witness-scribe	witness, regular (pāni)	T03565	BM 82712		Waerzeggers 2010, no. 144	Rē’i-alpi (Borsippa)	Legal document	gift	Borsippa	26.9.04 Nabonidus	 Nabonidus
P22444	P25199	donor > witness-scribe	witness, regular (pāni)	T03565	BM 82712		Waerzeggers 2010, no. 144	Rē’i-alpi (Borsippa)	Legal document	gift	Borsippa	26.9.04 Nabonidus	 Nabonidus
P22444	P27735	donor > witness-scribe	witness, regular (pāni)	T03565	BM 82712		Waerzeggers 2010, no. 144	Rē’i-alpi (Borsippa)	Legal document	gift	Borsippa	26.9.04 Nabonidus	 Nabonidus
P24624	P25791	donor > witness-scribe	witness, regular (mukinnu)	T03574	BM 25675		Waerzeggers 2010, no. 145	Rē’i-alpi (Borsippa)	Legal document	annulment	Borsippa	21.2.05 Nabonidus	 Nabonidus
P24624	P27218	donor > witness-scribe	witness, regular (mukinnu)	T03574	BM 25675		Waerzeggers 2010, no. 145	Rē’i-alpi (Borsippa)	Legal document	annulment	Borsippa	21.2.05 Nabonidus	 Nabonidus
P27063	P22686	creditor > witness-scribe	scribe (ṭupšarru)	T03580	BM 94678		Waerzeggers 2010, no. 146	Rē’i-alpi (Borsippa)	Legal document	promissory note	Borsippa	28.9.06 Nabonidus	 Nabonidus
P27063	P22446	creditor > witness-scribe	witness, regular (mukinnu)	T03580	BM 94678		Waerzeggers 2010, no. 146	Rē’i-alpi (Borsippa)	Legal document	promissory note	Borsippa	28.9.06 Nabonidus	 Nabonidus
P27063	P26001	creditor > witness-scribe	witness, regular (mukinnu)	T03580	BM 94678		Waerzeggers 2010, no. 146	Rē’i-alpi (Borsippa)	Legal document	promissory note	Borsippa	28.9.06 Nabonidus	 Nabonidus
P22516	P22686	guarantor > witness-scribe	scribe (ṭupšarru)	T03580	BM 94678		Waerzeggers 2010, no. 146	Rē’i-alpi (Borsippa)	Legal document	promissory note	Borsippa	28.9.06 Nabonidus	 Nabonidus
P22516	P22446	guarantor > witness-scribe	witness, regular (mukinnu)	T03580	BM 94678		Waerzeggers 2010, no. 146	Rē’i-alpi (Borsippa)	Legal document	promissory note	Borsippa	28.9.06 Nabonidus	 Nabonidus
P22516	P26001	guarantor > witness-scribe	witness, regular (mukinnu)	T03580	BM 94678		Waerzeggers 2010, no. 146	Rē’i-alpi (Borsippa)	Legal document	promissory note	Borsippa	28.9.06 Nabonidus	 Nabonidus
P18249	P22686	obligor > witness-scribe	scribe (ṭupšarru)	T03580	BM 94678		Waerzeggers 2010, no. 146	Rē’i-alpi (Borsippa)	Legal document	promissory note	Borsippa	28.9.06 Nabonidus	 Nabonidus
P18249	P22446	obligor > witness-scribe	witness, regular (mukinnu)	T03580	BM 94678		Waerzeggers 2010, no. 146	Rē’i-alpi (Borsippa)	Legal document	promissory note	Borsippa	28.9.06 Nabonidus	 Nabonidus
P18249	P26001	obligor > witness-scribe	witness, regular (mukinnu)	T03580	BM 94678		Waerzeggers 2010, no. 146	Rē’i-alpi (Borsippa)	Legal document	promissory note	Borsippa	28.9.06 Nabonidus	 Nabonidus
P22441	P22510	exchanger > witness-scribe	scribe (ṭupšarru)	T03583	BM 26571		Waerzeggers 2010, no. 147	Rē’i-alpi (Borsippa)	Legal document	exchange	Borsippa	20.9.09 Nabonidus	 Nabonidus
P22448	P22510	exchanger > witness-scribe	scribe (ṭupšarru)	T03583	BM 26571		Waerzeggers 2010, no. 147	Rē’i-alpi (Borsippa)	Legal document	exchange	Borsippa	20.9.09 Nabonidus	 Nabonidus
P22441	P23829	exchanger > witness-scribe	witness, regular (mukinnu)	T03583	BM 26571		Waerzeggers 2010, no. 147	Rē’i-alpi (Borsippa)	Legal document	exchange	Borsippa	20.9.09 Nabonidus	 Nabonidus
P22441	P25166	exchanger > witness-scribe	witness, regular (mukinnu)	T03583	BM 26571		Waerzeggers 2010, no. 147	Rē’i-alpi (Borsippa)	Legal document	exchange	Borsippa	20.9.09 Nabonidus	 Nabonidus
P22441	P25180	exchanger > witness-scribe	witness, regular (mukinnu)	T03583	BM 26571		Waerzeggers 2010, no. 147	Rē’i-alpi (Borsippa)	Legal document	exchange	Borsippa	20.9.09 Nabonidus	 Nabonidus
P22441	P25742	exchanger > witness-scribe	witness, regular (mukinnu)	T03583	BM 26571		Waerzeggers 2010, no. 147	Rē’i-alpi (Borsippa)	Legal document	exchange	Borsippa	20.9.09 Nabonidus	 Nabonidus
P22448	P23829	exchanger > witness-scribe	witness, regular (mukinnu)	T03583	BM 26571		Waerzeggers 2010, no. 147	Rē’i-alpi (Borsippa)	Legal document	exchange	Borsippa	20.9.09 Nabonidus	 Nabonidus
P22448	P25166	exchanger > witness-scribe	witness, regular (mukinnu)	T03583	BM 26571		Waerzeggers 2010, no. 147	Rē’i-alpi (Borsippa)	Legal document	exchange	Borsippa	20.9.09 Nabonidus	 Nabonidus
P22448	P25180	exchanger > witness-scribe	witness, regular (mukinnu)	T03583	BM 26571		Waerzeggers 2010, no. 147	Rē’i-alpi (Borsippa)	Legal document	exchange	Borsippa	20.9.09 Nabonidus	 Nabonidus
P22448	P25742	exchanger > witness-scribe	witness, regular (mukinnu)	T03583	BM 26571		Waerzeggers 2010, no. 147	Rē’i-alpi (Borsippa)	Legal document	exchange	Borsippa	20.9.09 Nabonidus	 Nabonidus
P22448	P24898	exchanger > witness-scribe	scribe (ṭupšarru)	T03589	BM 102263		Waerzeggers 2010, no. 149	Rē’i-alpi (Borsippa)	Legal document	exchange	Borsippa	21.9.08 Nabonidus	 Nabonidus
P24276	P24898	exchanger > witness-scribe	scribe (ṭupšarru)	T03589	BM 102263		Waerzeggers 2010, no. 149	Rē’i-alpi (Borsippa)	Legal document	exchange	Borsippa	21.9.08 Nabonidus	 Nabonidus
P22448	P23711	exchanger > witness-scribe	witness, regular (mukinnu)	T03589	BM 102263		Waerzeggers 2010, no. 149	Rē’i-alpi (Borsippa)	Legal document	exchange	Borsippa	21.9.08 Nabonidus	 Nabonidus
P22448	P25593	exchanger > witness-scribe	witness, regular (mukinnu)	T03589	BM 102263		Waerzeggers 2010, no. 149	Rē’i-alpi (Borsippa)	Legal document	exchange	Borsippa	21.9.08 Nabonidus	 Nabonidus
P22448	P27079	exchanger > witness-scribe	witness, regular (mukinnu)	T03589	BM 102263		Waerzeggers 2010, no. 149	Rē’i-alpi (Borsippa)	Legal document	exchange	Borsippa	21.9.08 Nabonidus	 Nabonidus
P22448	P27317	exchanger > witness-scribe	witness, regular (mukinnu)	T03589	BM 102263		Waerzeggers 2010, no. 149	Rē’i-alpi (Borsippa)	Legal document	exchange	Borsippa	21.9.08 Nabonidus	 Nabonidus
P24276	P23711	exchanger > witness-scribe	witness, regular (mukinnu)	T03589	BM 102263		Waerzeggers 2010, no. 149	Rē’i-alpi (Borsippa)	Legal document	exchange	Borsippa	21.9.08 Nabonidus	 Nabonidus
P24276	P25593	exchanger > witness-scribe	witness, regular (mukinnu)	T03589	BM 102263		Waerzeggers 2010, no. 149	Rē’i-alpi (Borsippa)	Legal document	exchange	Borsippa	21.9.08 Nabonidus	 Nabonidus
P24276	P27079	exchanger > witness-scribe	witness, regular (mukinnu)	T03589	BM 102263		Waerzeggers 2010, no. 149	Rē’i-alpi (Borsippa)	Legal document	exchange	Borsippa	21.9.08 Nabonidus	 Nabonidus
P24276	P27317	exchanger > witness-scribe	witness, regular (mukinnu)	T03589	BM 102263		Waerzeggers 2010, no. 149	Rē’i-alpi (Borsippa)	Legal document	exchange	Borsippa	21.9.08 Nabonidus	 Nabonidus
P12799	P22492	donor > witness-scribe	scribe (ṭupšarru)	T03592	BM 94582		Waerzeggers 2010, no. 150	Rē’i-alpi (Borsippa)	Legal document	gift	Borsippa	11.10.08 Nabonidus	 Nabonidus
P12799	P22918	donor > witness-scribe	witness, regular (mukinnu)	T03592	BM 94582		Waerzeggers 2010, no. 150	Rē’i-alpi (Borsippa)	Legal document	gift	Borsippa	11.10.08 Nabonidus	 Nabonidus
P12799	P23676	donor > witness-scribe	witness, regular (mukinnu)	T03592	BM 94582		Waerzeggers 2010, no. 150	Rē’i-alpi (Borsippa)	Legal document	gift	Borsippa	11.10.08 Nabonidus	 Nabonidus
P12799	P23729	donor > witness-scribe	witness, regular (mukinnu)	T03592	BM 94582		Waerzeggers 2010, no. 150	Rē’i-alpi (Borsippa)	Legal document	gift	Borsippa	11.10.08 Nabonidus	 Nabonidus
P12799	P24490	donor > witness-scribe	witness, regular (mukinnu)	T03592	BM 94582		Waerzeggers 2010, no. 150	Rē’i-alpi (Borsippa)	Legal document	gift	Borsippa	11.10.08 Nabonidus	 Nabonidus
P22469	P22492	donee > witness-scribe	scribe (ṭupšarru)	T03595	BM 26604		Waerzeggers 2010, no. 151	Rē’i-alpi (Borsippa)	Legal document	receipt	Borsippa	11.10.08 Nabonidus	 Nabonidus
P22469	P22918	donee > witness-scribe	witness, extra	T03595	BM 26604		Waerzeggers 2010, no. 151	Rē’i-alpi (Borsippa)	Legal document	receipt	Borsippa	11.10.08 Nabonidus	 Nabonidus
P22469	P23676	donee > witness-scribe	witness, regular (mukinnu)	T03595	BM 26604		Waerzeggers 2010, no. 151	Rē’i-alpi (Borsippa)	Legal document	receipt	Borsippa	11.10.08 Nabonidus	 Nabonidus
P22469	P23729	donee > witness-scribe	witness, regular (mukinnu)	T03595	BM 26604		Waerzeggers 2010, no. 151	Rē’i-alpi (Borsippa)	Legal document	receipt	Borsippa	11.10.08 Nabonidus	 Nabonidus
P22469	P24490	donee > witness-scribe	witness, regular (mukinnu)	T03595	BM 26604		Waerzeggers 2010, no. 151	Rē’i-alpi (Borsippa)	Legal document	receipt	Borsippa	11.10.08 Nabonidus	 Nabonidus
P22469	P22492	adoptee > witness-scribe	scribe (ṭupšarru)	T03598	BM 26538		Waerzeggers 2010, no. 152	Rē’i-alpi (Borsippa)	Legal document	adoption	Borsippa	11.10.08 Nabonidus	 Nabonidus
P22469	P22918	adoptee > witness-scribe	witness, regular (pāni)	T03598	BM 26538		Waerzeggers 2010, no. 152	Rē’i-alpi (Borsippa)	Legal document	adoption	Borsippa	11.10.08 Nabonidus	 Nabonidus
P22469	P23676	adoptee > witness-scribe	witness, regular (pāni)	T03598	BM 26538		Waerzeggers 2010, no. 152	Rē’i-alpi (Borsippa)	Legal document	adoption	Borsippa	11.10.08 Nabonidus	 Nabonidus
P22469	P23729	adoptee > witness-scribe	witness, regular (pāni)	T03598	BM 26538		Waerzeggers 2010, no. 152	Rē’i-alpi (Borsippa)	Legal document	adoption	Borsippa	11.10.08 Nabonidus	 Nabonidus
P22469	P24490	adoptee > witness-scribe	witness, regular (pāni)	T03598	BM 26538		Waerzeggers 2010, no. 152	Rē’i-alpi (Borsippa)	Legal document	adoption	Borsippa	11.10.08 Nabonidus	 Nabonidus
P12799	P22492	adopter > witness-scribe	scribe (ṭupšarru)	T03598	BM 26538		Waerzeggers 2010, no. 152	Rē’i-alpi (Borsippa)	Legal document	adoption	Borsippa	11.10.08 Nabonidus	 Nabonidus
P12799	P22918	adopter > witness-scribe	witness, regular (pāni)	T03598	BM 26538		Waerzeggers 2010, no. 152	Rē’i-alpi (Borsippa)	Legal document	adoption	Borsippa	11.10.08 Nabonidus	 Nabonidus
P12799	P23676	adopter > witness-scribe	witness, regular (pāni)	T03598	BM 26538		Waerzeggers 2010, no. 152	Rē’i-alpi (Borsippa)	Legal document	adoption	Borsippa	11.10.08 Nabonidus	 Nabonidus
P12799	P23729	adopter > witness-scribe	witness, regular (pāni)	T03598	BM 26538		Waerzeggers 2010, no. 152	Rē’i-alpi (Borsippa)	Legal document	adoption	Borsippa	11.10.08 Nabonidus	 Nabonidus
P12799	P24490	adopter > witness-scribe	witness, regular (pāni)	T03598	BM 26538		Waerzeggers 2010, no. 152	Rē’i-alpi (Borsippa)	Legal document	adoption	Borsippa	11.10.08 Nabonidus	 Nabonidus
P22448	P22492	parent who gives person into adoption > witness-scribe	scribe (ṭupšarru)	T03598	BM 26538		Waerzeggers 2010, no. 152	Rē’i-alpi (Borsippa)	Legal document	adoption	Borsippa	11.10.08 Nabonidus	 Nabonidus
P22448	P22918	parent who gives person into adoption > witness-scribe	witness, regular (pāni)	T03598	BM 26538		Waerzeggers 2010, no. 152	Rē’i-alpi (Borsippa)	Legal document	adoption	Borsippa	11.10.08 Nabonidus	 Nabonidus
P22448	P23676	parent who gives person into adoption > witness-scribe	witness, regular (pāni)	T03598	BM 26538		Waerzeggers 2010, no. 152	Rē’i-alpi (Borsippa)	Legal document	adoption	Borsippa	11.10.08 Nabonidus	 Nabonidus
